Landsat Scene Identifier,Sensor Mode,Station Identifier,Day/Night,WRS Path,WRS Row,Date Acquired,Start Time,Stop Time,Image Quality VCID 1,Image Quality VCID 2,Cloud Cover,Cloud Cover Quad Upper Left,Cloud Cover Quad Upper Right,Cloud Cover Quad Lower Left,Cloud Cover Quad Lower Right,Sun Elevation,Sun Azimuth,Scene Center Latitude,Scene Center Longitude,Corner Upper Left Latitude,Corner Upper Left Longitude,Corner Upper Right Latitude,Corner Upper Right Longitude,Corner Lower Left Latitude,Corner Lower Left Longitude,Corner Lower Right Latitude,Corner Lower Right Longitude,Full Aperture Calibration,Gain Band 1,Gain Band 2,Gain Band 3,Gain Band 4,Gain Band 5,Gain Band 6 VCID 1,Gain Band 6 VCID 2,Gain Band 7,Gain Band 8,Browse Exists,Data Category,Gap Phase Source,Gap Phase Statistic,Gain Change Band 1,Gain Change Band 2,Gain Change Band 3,Gain Change Band 4,Gain Change Band 5,Gain Change Band 6 VCID 1,Gain Change Band 6 VCID 2,Gain Change Band 7,Gain Change Band 8,Data Type Level 1,Elevation Source,Output Format,Ephemeris Type,Corner UL Latitude Product,Corner UL Longitude Product,Corner UR Latitude Product,Corner UR Longitude Product,Corner LL Latitude Product,Corner LL Longitude Product,Corner LR Latitude Product,Corner LR Longitude Product,Panchromatic Lines,Panchromatic Samples,Reflective Lines,Reflective Samples,Thermal Lines,Thermal Samples,Date Acquired Gap Fill,Gap Fill,Ground Control Points Model,Geometric RMSE Model,Geometric RMSE Model X,Geometric RMSE Model Y,Map Projection L1,Datum,Ellipsoid,UTM Zone,Vertical Longitude from Pole,True Scale Latitude,False Easting,False Northing,Grid Cell Size Panchromatic,Grid Cell Size Reflective,Grid Cell Size Thermal,Orientation,Resampling Option,Scan Gap Interpolation,Scene Center Latitude dec,Scene Center Longitude dec,Corner Upper Left Lat dec,Corner Upper Left Long dec,Corner Upper Right Lat dec,Corner Upper Right Long dec,Corner Lower Left Lat dec,Corner Lower Left Long dec,Corner Lower Right Lat dec,Corner Lower Right Long dec,Display ID,Ordering ID,Download Link
LE70370252016074EDC00,BUMPER,EDC,DAY, 037, 025,2016/03/14,2016:074:18:01:06.0143749,2016:074:18:01:32.7683124, 9, 9,  93.78,  85.66,  99.13,  94.45,  95.89,35.18101883,156.95700073,50°16'27.55"N,106°45'32.26"W,51°15'11.02"N,107°45'21.49"W,50°51'43.13"N,105°05'11.11"W,49°39'49.97"N,108°23'24.97"W,49°17'08.27"N,105°48'16.49"W,N,H,H,H,H,H,L,H,H,L,Y,NOMINAL,DE,.760766,HH,HH,HH,HH,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 51.25791   (51°15'28.48"N),-108.61044  (108°36'37.58"W), 51.31361   (51°18'49.00"N),-104.99426  (104°59'39.34"W), 49.22472   (49°13'28.99"N),-108.45986   (108°27'35.50"W), 49.27656   (49°16'35.62"N),-104.99450   (104°59'40.20"W),15101,16821,7551,8411,7551,8411,,,8,8.117,7.593,2.87,UTM,WGS84,WGS84,13,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,50.27432,-106.75896,51.25306,-107.75597,50.86198,-105.08642,49.66388,-108.39027,49.28563,-105.80458,LE70370252016074EDC00,LE70370252016074EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70370252016074EDC00
LE70380252016065EDC00,BUMPER,EDC,DAY, 038, 025,2016/03/05,2016:065:18:07:11.9511874,2016:065:18:07:38.7051249, 9, 9,  39.41,  60.68,  60.14,  15.32,  21.51,31.61813736,157.32637024,50°16'26.00"N,108°17'52.04"W,51°15'17.82"N,109°17'35.56"W,50°51'49.50"N,106°37'25.79"W,49°39'56.74"N,109°55'40.22"W,49°17'14.82"N,107°20'32.21"W,N,H,H,H,H,H,L,H,H,L,Y,NOMINAL,DE,11.418552,HH,HH,HH,HH,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 51.28772   (51°17'15.79"N),-109.99618  (109°59'46.25"W), 51.20517   (51°12'18.61"N),-106.49283  (106°29'34.19"W), 49.33461   (49°20'04.60"N),-110.03649   (110°02'11.36"W), 49.25754   (49°15'27.14"N),-106.67312   (106°40'23.23"W),14481,16321,7241,8161,7241,8161,,,51,4.577,3.145,3.325,UTM,WGS84,WGS84,12,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,50.27389,-108.29779,51.25495,-109.29321,50.86375,-106.62383,49.66576,-109.92784,49.28745,-107.34228,LE70380252016065EDC00,LE70380252016065EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70380252016065EDC00
LE70370252016058EDC00,BUMPER,EDC,DAY, 037, 025,2016/02/27,2016:058:18:00:55.9858125,2016:058:18:01:22.7396874, 9, 9,  93.56,  94.38,  99.59,  93.19,  87.08,28.93178368,157.67840576,50°16'25.64"N,106°44'43.73"W,51°15'14.80"N,107°44'34.04"W,50°51'46.58"N,105°04'25.28"W,49°39'55.12"N,108°22'32.63"W,49°17'13.13"N,105°47'25.66"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,12.068224,HH,HH,HH,LL,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 51.25831   (51°15'29.92"N),-108.59757  (108°35'51.25"W), 51.31360   (51°18'48.96"N),-104.98135  (104°58'52.86"W), 49.23317   (49°13'59.41"N),-108.44808   (108°26'53.09"W), 49.28465   (49°17'04.74"N),-104.98212   (104°58'55.63"W),15041,16821,7521,8411,7521,8411,,,10,30.878,15.369,26.782,UTM,WGS84,WGS84,13,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,50.27379,-106.74548,51.25411,-107.74279,50.86294,-105.07369,49.66531,-108.37573,49.28698,-105.79046,LE70370252016058EDC00,LE70370252016058EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70370252016058EDC00
LE70380252016033EDC00,BUMPER,EDC,DAY, 038, 025,2016/02/02,2016:033:18:07:00.6521250,2016:033:18:07:27.4060000, 9, 9,  92.99,  82.55,  98.54,  91.69,  99.17,20.64808655,159.61122131,50°16'22.30"N,108°19'03.36"W,51°15'02.84"N,109°18'49.10"W,50°51'34.45"N,106°38'45.56"W,49°39'40.97"N,109°56'55.39"W,49°16'58.87"N,107°21'53.46"W,N,L,L,L,H,H,L,H,H,L,Y,NOMINAL,DE,.834339,LL,LL,LL,HH,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 51.27989   (51°16'47.60"N),-110.02647  (110°01'35.29"W), 51.19842   (51°11'54.31"N),-106.52786  (106°31'40.30"W), 49.33484   (49°20'05.42"N),-110.06539   (110°03'55.40"W), 49.25877   (49°15'31.57"N),-106.70601   (106°42'21.64"W),14421,16301,7211,8151,7211,8151,,,16,4.166,3.105,2.777,UTM,WGS84,WGS84,12,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,50.27286,-108.3176,51.25079,-109.31364,50.85957,-106.64599,49.66138,-109.94872,49.28302,-107.36485,LE70380252016033EDC00,LE70380252016033EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70380252016033EDC00
LE70370252016026EDC00,BUMPER,EDC,DAY, 037, 025,2016/01/26,2016:026:18:00:46.3383125,2016:026:18:01:13.0921875, 9, 9,  40.99,  54.15,  36.81,  34.22,  38.80,18.86095619,160.34718323,50°16'22.19"N,106°46'31.87"W,51°15'14.26"N,107°46'14.95"W,50°51'45.90"N,105°06'10.76"W,49°39'52.88"N,108°24'20.23"W,49°17'10.39"N,105°49'17.90"W,N,H,H,H,H,H,L,H,H,L,Y,NOMINAL,DE,-4.297119,HH,HH,HH,HH,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 51.25738   (51°15'26.57"N),-108.62760  (108°37'39.36"W), 51.31361   (51°18'49.00"N),-105.01148  (105°00'41.33"W), 49.22692   (49°13'36.91"N),-108.47650   (108°28'35.40"W), 49.27925   (49°16'45.30"N),-105.01100   (105°00'39.60"W),15081,16821,7541,8411,7541,8411,,,10,9.333,2.613,8.96,UTM,WGS84,WGS84,13,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,50.27283,-106.77552,51.25396,-107.77082,50.86275,-105.10299,49.66469,-108.40562,49.28622,-105.82164,LE70370252016026EDC00,LE70370252016026EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70370252016026EDC00
LE70380252016017EDC00,BUMPER,EDC,DAY, 038, 025,2016/01/17,2016:017:18:06:51.3456875,2016:017:18:07:18.0995625, 9, 9,  90.70,  97.17,  97.07,  74.60,  93.98,17.01060867,161.39002991,50°16'20.64"N,108°19'09.52"W,51°15'07.78"N,109°18'56.34"W,50°51'38.88"N,106°38'52.44"W,49°39'48.35"N,109°56'58.06"W,49°17'05.68"N,107°21'55.76"W,N,L,L,L,H,H,L,H,H,L,Y,NOMINAL,DE,6.249061,LL,LL,LL,HH,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 51.27989   (51°16'47.60"N),-110.02647  (110°01'35.29"W), 51.19842   (51°11'54.31"N),-106.52786  (106°31'40.30"W), 49.33484   (49°20'05.42"N),-110.06539   (110°03'55.40"W), 49.25877   (49°15'31.57"N),-106.70601   (106°42'21.64"W),14421,16301,7211,8151,7211,8151,,,77,13.93,12.416,6.315,UTM,WGS84,WGS84,12,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,50.2724,-108.31931,51.25216,-109.31565,50.8608,-106.6479,49.66343,-109.94946,49.28491,-107.36549,LE70380252016017EDC00,LE70380252016017EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70380252016017EDC00
LE70380252016001EDC00,BUMPER,EDC,DAY, 038, 025,2016/01/01,2016:001:18:06:36.4861874,2016:001:18:07:03.2401249, 9, 9,   2.79,   0.54,   1.69,   7.48,   1.44,15.11105824,163.37457275,50°16'20.28"N,108°18'09.83"W,51°15'05.44"N,109°17'57.44"W,50°51'35.89"N,106°37'51.38"W,49°39'45.97"N,109°56'03.66"W,49°17'02.80"N,107°20'59.24"W,N,L,L,L,H,H,L,H,H,L,Y,NOMINAL,DE,-2.698662,LL,LL,LL,HH,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 51.28510   (51°17'06.36"N),-110.00485  (110°00'17.46"W), 51.20281   (51°12'10.12"N),-106.50165  (106°30'05.94"W), 49.32928   (49°19'45.41"N),-110.04485   (110°02'41.46"W), 49.25247   (49°15'08.89"N),-106.68181   (106°40'54.52"W),14501,16321,7251,8161,7251,8161,,,46,12.319,10.048,7.127,UTM,WGS84,WGS84,12,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,50.2723,-108.30273,51.25151,-109.29929,50.85997,-106.63094,49.66277,-109.93435,49.28411,-107.34979,LE70380252016001EDC00,LE70380252016001EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70380252016001EDC00
LE70380252015350EDC00,BUMPER,EDC,DAY, 038, 025,2015/12/16,2015:350:18:06:23.5598750,2015:350:18:06:50.3137500, 9, 9,  23.03,  12.00,  25.25,  29.24,  25.61,15.12559509,165.21652222,50°16'19.13"N,108°17'54.56"W,51°15'01.80"N,109°17'44.45"W,50°51'31.64"N,106°37'35.94"W,49°39'42.52"N,109°55'51.53"W,49°16'58.55"N,107°20'44.84"W,N,H,H,H,H,H,L,H,H,L,Y,NOMINAL,DE,11.741751,HH,HH,HH,HH,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 51.27974   (51°16'47.06"N),-110.00926  (110°00'33.34"W), 51.19759   (51°11'51.32"N),-106.50646  (106°30'23.26"W), 49.33471   (49°20'04.96"N),-110.04887   (110°02'55.93"W), 49.25800   (49°15'28.80"N),-106.68545   (106°41'07.62"W),14421,16321,7211,8161,7211,8161,,,30,6.364,4.481,4.519,UTM,WGS84,WGS84,12,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,50.27198,-108.29849,51.2505,-109.29568,50.85879,-106.62665,49.66181,-109.93098,49.28293,-107.34579,LE70380252015350EDC00,LE70380252015350EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70380252015350EDC00
LE70370252015343EDC00,BUMPER,EDC,DAY, 037, 025,2015/12/09,2015:343:18:00:05.5449374,2015:343:18:00:32.2988125, 9, 9,  69.23,  64.73,  33.48,  94.69,  84.01,15.73115921,165.87686157,50°16'17.87"N,106°44'39.41"W,51°15'04.14"N,107°44'25.94"W,50°51'33.26"N,105°04'16.03"W,49°39'43.78"N,108°22'36.12"W,49°16'59.09"N,105°47'28.10"W,N,H,H,H,H,H,L,H,H,L,Y,NOMINAL,DE,1.38208,HH,HH,HH,HH,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 51.25561   (51°15'20.20"N),-108.59736  (108°35'50.50"W), 51.31091   (51°18'39.28"N),-104.97704  (104°58'37.34"W), 49.22239   (49°13'20.60"N),-108.44733   (108°26'50.39"W), 49.27386   (49°16'25.90"N),-104.97800   (104°58'40.80"W),15101,16841,7551,8421,7551,8421,,,16,5.552,3.342,4.434,UTM,WGS84,WGS84,13,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,50.27163,-106.74428,51.25115,-107.74054,50.85924,-105.07112,49.66216,-108.3767,49.28308,-105.79114,LE70370252015343EDC00,LE70370252015343EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70370252015343EDC00
LE70380252015334EDC00,BUMPER,EDC,DAY, 038, 025,2015/11/30,2015:334:18:06:05.9736875,2015:334:18:06:32.7275625, 9, 9,  28.21,  22.55,  17.94,  35.65,  36.71,17.00850296,166.5164032,50°16'18.05"N,108°16'44.22"W,51°15'01.98"N,109°16'30.61"W,50°51'31.32"N,106°36'20.88"W,49°39'41.83"N,109°54'40.75"W,49°16'57.40"N,107°19'32.88"W,N,L,L,L,H,H,L,H,H,L,Y,NOMINAL,DE,5.427438,LL,LL,LL,HH,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 51.28218   (51°16'55.85"N),-109.97910  (109°58'44.76"W), 51.19913   (51°11'56.87"N),-106.47623  (106°28'34.43"W), 49.32907   (49°19'44.65"N),-110.02008   (110°01'12.29"W), 49.25154   (49°15'05.54"N),-106.65715   (106°39'25.74"W),14481,16321,7241,8161,7241,8161,,,53,7.518,6.064,4.444,UTM,WGS84,WGS84,12,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,50.27168,-108.27895,51.25055,-109.27517,50.8587,-106.6058,49.66162,-109.91132,49.28261,-107.3258,LE70380252015334EDC00,LE70380252015334EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70380252015334EDC00
LE70370252015327EDC00,BUMPER,EDC,DAY, 037, 025,2015/11/23,2015:327:17:59:50.7468124,2015:327:18:00:17.5006874, 9, 9,  97.71,  99.09, 100.00,  97.18,  94.56,18.36302376,166.82485962,50°16'15.42"N,106°44'18.64"W,51°15'03.92"N,107°44'04.09"W,50°51'32.54"N,105°03'53.82"W,49°39'43.52"N,108°22'12.22"W,49°16'58.58"N,105°47'03.70"W,N,H,H,H,H,H,L,H,H,L,Y,NOMINAL,DE,-12.789451,HH,HH,HH,HH,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 51.25292   (51°15'10.51"N),-108.59715  (108°35'49.74"W), 51.30821   (51°18'29.56"N),-104.97705  (104°58'37.38"W), 49.22778   (49°13'40.01"N),-108.44771   (108°26'51.76"W), 49.27925   (49°16'45.30"N),-104.97800   (104°58'40.80"W),15041,16841,7521,8421,7521,8421,,,18,4.368,2.865,3.297,UTM,WGS84,WGS84,13,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,50.27095,-106.73851,51.25109,-107.73447,50.85904,-105.06495,49.66209,-108.37006,49.28294,-105.78436,LE70370252015327EDC00,LE70370252015327EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70370252015327EDC00
LE70380252015318EDC00,BUMPER,EDC,DAY, 038, 025,2015/11/14,2015:318:18:05:53.7200000,2015:318:18:06:20.4738750, 9, 9,  63.66,  38.83,  57.69,  73.28,  84.83,20.5073719,166.93386841,50°16'16.43"N,108°17'04.09"W,51°14'59.35"N,109°16'52.25"W,50°51'28.30"N,106°36'42.44"W,49°39'40.25"N,109°55'00.55"W,49°16'55.34"N,107°19'52.46"W,N,H,H,H,H,H,L,H,H,L,Y,NOMINAL,DE,16.20225,HL,HL,HL,HH,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 51.27959   (51°16'46.52"N),-109.99206  (109°59'31.42"W), 51.19710   (51°11'49.56"N),-106.49361  (106°29'37.00"W), 49.33457   (49°20'04.45"N),-110.03236   (110°01'56.50"W), 49.25754   (49°15'27.14"N),-106.67312   (106°40'23.23"W),14421,16301,7211,8151,7211,8151,,,21,4.331,2.759,3.339,UTM,WGS84,WGS84,12,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,50.27123,-108.28447,51.24982,-109.28118,50.85786,-106.61179,49.66118,-109.91682,49.28204,-107.33124,LE70380252015318EDC00,LE70380252015318EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70380252015318EDC00
LE70380252015302EDC00,BUMPER,EDC,DAY, 038, 025,2015/10/29,2015:302:18:05:37.0333750,2015:302:18:06:03.7872500, 9, 9,  88.09,  62.29,  99.17,  91.22,  99.70,25.22653198,166.26130676,50°16'15.06"N,108°16'32.66"W,51°14'57.91"N,109°16'19.67"W,50°51'26.93"N,106°36'12.89"W,49°39'38.09"N,109°54'29.56"W,49°16'53.26"N,107°19'24.38"W,N,H,H,H,H,H,L,H,H,L,Y,NOMINAL,DE,2.669692,HH,HH,HH,HH,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,PREDICTIVE, 51.28214   (51°16'55.70"N),-109.97480  (109°58'29.28"W), 51.19913   (51°11'56.87"N),-106.47623  (106°28'34.43"W), 49.32904   (49°19'44.54"N),-110.01595   (110°00'57.42"W), 49.25154   (49°15'05.54"N),-106.65715   (106°39'25.74"W),14481,16301,7241,8151,7241,8151,,,43,5.887,4.216,4.109,UTM,WGS84,WGS84,12,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,50.27085,-108.27574,51.24942,-109.27213,50.85748,-106.60358,49.66058,-109.90821,49.28146,-107.32344,LE70380252015302EDC00,LE70380252015302EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70380252015302EDC00
LE70370252015295EDC00,BUMPER,EDC,DAY, 037, 025,2015/10/22,2015:295:17:59:20.6434999,2015:295:17:59:47.3973749, 9, 9,   2.61,   8.55,   1.44,   0.26,   0.22,27.56030655,165.60539246,50°16'13.69"N,106°44'09.89"W,51°15'01.15"N,107°43'53.76"W,50°51'29.81"N,105°03'47.70"W,49°39'40.68"N,108°22'01.20"W,49°16'55.70"N,105°46'56.68"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,-14.159493,HH,HH,HH,LL,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,PREDICTIVE, 51.25305   (51°15'10.98"N),-108.59286  (108°35'34.30"W), 51.30821   (51°18'29.56"N),-104.97705  (104°58'37.38"W), 49.22790   (49°13'40.44"N),-108.44360   (108°26'36.96"W), 49.27925   (49°16'45.30"N),-104.97800   (104°58'40.80"W),15041,16821,7521,8411,7521,8411,,,37,5.794,4.31,3.873,UTM,WGS84,WGS84,13,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,50.27047,-106.73608,51.25032,-107.7316,50.85828,-105.06325,49.6613,-108.367,49.28214,-105.78241,LE70370252015295EDC00,LE70370252015295EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70370252015295EDC00
LE70380252015286EDC00,BUMPER,EDC,DAY, 038, 025,2015/10/13,2015:286:18:05:21.8678125,2015:286:18:05:48.6216875, 9, 9,  36.55,  34.61,  42.37,  43.87,  25.34,30.71038055,164.4519043,50°16'12.76"N,108°16'35.44"W,51°14'54.13"N,109°16'23.77"W,50°51'23.08"N,106°36'19.44"W,49°39'35.14"N,109°54'32.08"W,49°16'50.23"N,107°19'29.21"W,N,L,L,L,L,L,L,H,L,L,Y,NOMINAL,DE,14.584485,LL,LL,LL,LL,LL,LL,HH,LL,LL,ETM+  L1T,GLS2000,GEOTIFF,PREDICTIVE, 51.27952   (51°16'46.27"N),-109.98346  (109°59'00.46"W), 51.19677   (51°11'48.37"N),-106.48505  (106°29'06.18"W), 49.33180   (49°19'54.48"N),-110.02415   (110°01'26.94"W), 49.25454   (49°15'16.34"N),-106.66513   (106°39'54.47"W),14441,16301,7221,8151,7221,8151,,,53,4.985,3.307,3.73,UTM,WGS84,WGS84,12,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,50.27021,-108.27651,51.24837,-109.27327,50.85641,-106.6054,49.65976,-109.90891,49.28062,-107.32478,LE70380252015286EDC00,LE70380252015286EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70380252015286EDC00
LE70370252015279EDC00,BUMPER,EDC,DAY, 037, 025,2015/10/06,2015:279:17:59:02.1896250,2015:279:17:59:28.9435625, 9, 9,  17.20,  14.74,  16.03,  12.63,  25.40,33.23477173,163.3216095,50°16'13.12"N,106°43'30.54"W,51°14'51.43"N,107°43'18.16"W,50°51'20.30"N,105°03'14.47"W,49°39'31.18"N,108°21'27.68"W,49°16'46.27"N,105°46'25.50"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,-1.282781,HH,HH,HH,LL,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,PREDICTIVE, 51.25345   (51°15'12.42"N),-108.57999  (108°34'47.96"W), 51.30820   (51°18'29.52"N),-104.95983  (104°57'35.39"W), 49.22019   (49°13'12.68"N),-108.43070   (108°25'50.52"W), 49.27115   (49°16'16.14"N),-104.96151   (104°57'41.44"W),15101,16841,7551,8421,7551,8421,,,45,7.311,5.593,4.708,UTM,WGS84,WGS84,13,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,50.27031,-106.72515,51.24762,-107.72171,50.85564,-105.05402,49.65866,-108.35769,49.27952,-105.77375,LE70370252015279EDC00,LE70370252015279EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70370252015279EDC00
LE70380252015270EDC00,BUMPER,EDC,DAY, 038, 025,2015/09/27,2015:270:18:05:09.8174999,2015:270:18:05:36.5713750, 9, 9,  15.68,  13.35,  23.94,  16.77,   8.65,36.49588013,161.56552124,50°16'35.58"N,108°19'52.10"W,51°15'16.92"N,109°19'44.00"W,50°51'51.73"N,106°39'36.50"W,49°39'56.05"N,109°57'43.81"W,49°17'16.84"N,107°22'38.32"W,N,L,L,L,L,L,L,H,L,L,Y,NOMINAL,DE,11.207987,LL,LL,LL,LL,LL,LL,HH,LL,LL,ETM+  L1T,GLS2000,GEOTIFF,PREDICTIVE, 51.28539   (51°17'07.40"N),-110.03926  (110°02'21.34"W), 51.20429   (51°12'15.44"N),-106.54018  (106°32'24.65"W), 49.34034   (49°20'25.22"N),-110.07767   (110°04'39.61"W), 49.26461   (49°15'52.60"N),-106.71787   (106°43'04.33"W),14421,16301,7211,8151,7211,8151,,,78,4.652,3.016,3.542,UTM,WGS84,WGS84,12,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,50.27655,-108.33114,51.2547,-109.32889,50.86437,-106.66014,49.66557,-109.96217,49.28801,-107.37731,LE70380252015270EDC00,LE70380252015270EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70380252015270EDC00
LE70370252015263EDC00,BUMPER,EDC,DAY, 037, 025,2015/09/20,2015:263:17:58:57.9819999,2015:263:17:59:24.7358750, 9, 9,  35.75,  72.29,   0.13,  68.33,   2.24,39.03523254,160.08863831,50°16'35.26"N,106°47'01.75"W,51°15'13.93"N,107°46'54.88"W,50°51'48.74"N,105°06'47.23"W,49°39'52.42"N,108°24'52.34"W,49°17'13.49"N,105°49'46.63"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,7.62958,HH,HH,HH,LL,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,PREDICTIVE, 51.25684   (51°15'24.62"N),-108.64477  (108°38'41.17"W), 51.31360   (51°18'48.96"N),-105.02870  (105°01'43.32"W), 49.23181   (49°13'54.52"N),-108.49333   (108°29'35.99"W), 49.28465   (49°17'04.74"N),-105.02750   (105°01'39.00"W),15041,16821,7521,8411,7521,8411,,,46,4.066,2.749,2.996,UTM,WGS84,WGS84,13,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,50.27646,-106.78382,51.25387,-107.78191,50.86354,-105.11312,49.66456,-108.41454,49.28708,-105.82962,LE70370252015263EDC00,LE70370252015263EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70370252015263EDC00
LE70380252015254EDC00,BUMPER,EDC,DAY, 038, 025,2015/09/11,2015:254:18:05:06.1509375,2015:254:18:05:32.9048124, 9, 9,   0.07,   0.01,   0.02,   0.13,   0.10,42.22762299,158.02627563,50°16'34.36"N,108°18'59.58"W,51°15'12.71"N,109°18'53.28"W,50°51'47.27"N,106°38'45.71"W,49°39'52.09"N,109°56'54.42"W,49°17'12.66"N,107°21'48.71"W,N,L,L,L,L,L,L,H,L,L,Y,NOMINAL,DE,14.113568,LL,LL,LL,LL,LL,LL,HH,LL,LL,ETM+  L1T,GLS2000,GEOTIFF,PREDICTIVE, 51.28258   (51°16'57.29"N),-110.02641  (110°01'35.08"W), 51.20111   (51°12'04.00"N),-106.52760  (106°31'39.36"W), 49.33754   (49°20'15.14"N),-110.06534   (110°03'55.22"W), 49.26146   (49°15'41.26"N),-106.70577   (106°42'20.77"W),14421,16301,7211,8151,7211,8151,,,98,4.762,3.192,3.534,UTM,WGS84,WGS84,12,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,50.27621,-108.31655,51.25353,-109.3148,50.86313,-106.64603,49.66447,-109.94845,49.28685,-107.36353,LE70380252015254EDC00,LE70380252015254EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70380252015254EDC00
LE70380252015238EDC00,BUMPER,EDC,DAY, 038, 025,2015/08/26,2015:238:18:05:02.2613124,2015:238:18:05:29.0151875, 9, 9,  22.30,  43.85,  12.74,  19.61,  13.01,47.55109024,154.1111145,50°16'32.34"N,108°18'18.58"W,51°15'20.27"N,109°18'09.11"W,50°51'54.14"N,106°38'01.00"W,49°39'59.76"N,109°56'07.04"W,49°17'19.90"N,107°21'00.83"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,10.67688,HH,HH,HH,LL,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,PREDICTIVE, 51.28780   (51°17'16.08"N),-110.00479  (110°00'17.24"W), 51.20566   (51°12'20.38"N),-106.50567  (106°30'20.41"W), 49.33468   (49°20'04.85"N),-110.04474   (110°02'41.06"W), 49.25800   (49°15'28.80"N),-106.68545   (106°41'07.62"W),14481,16301,7241,8151,7241,8151,,,64,5.208,3.202,4.108,UTM,WGS84,WGS84,12,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,50.27565,-108.30516,51.25563,-109.30253,50.86504,-106.63361,49.6666,-109.93529,49.28886,-107.35023,LE70380252015238EDC00,LE70380252015238EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70380252015238EDC00
