Landsat Scene Identifier,Sensor Mode,Station Identifier,Day/Night,WRS Path,WRS Row,Date Acquired,Start Time,Stop Time,Image Quality VCID 1,Image Quality VCID 2,Cloud Cover,Cloud Cover Quad Upper Left,Cloud Cover Quad Upper Right,Cloud Cover Quad Lower Left,Cloud Cover Quad Lower Right,Sun Elevation,Sun Azimuth,Scene Center Latitude,Scene Center Longitude,Corner Upper Left Latitude,Corner Upper Left Longitude,Corner Upper Right Latitude,Corner Upper Right Longitude,Corner Lower Left Latitude,Corner Lower Left Longitude,Corner Lower Right Latitude,Corner Lower Right Longitude,Full Aperture Calibration,Gain Band 1,Gain Band 2,Gain Band 3,Gain Band 4,Gain Band 5,Gain Band 6 VCID 1,Gain Band 6 VCID 2,Gain Band 7,Gain Band 8,Browse Exists,Data Category,Gap Phase Source,Gap Phase Statistic,Gain Change Band 1,Gain Change Band 2,Gain Change Band 3,Gain Change Band 4,Gain Change Band 5,Gain Change Band 6 VCID 1,Gain Change Band 6 VCID 2,Gain Change Band 7,Gain Change Band 8,Data Type Level 1,Elevation Source,Output Format,Ephemeris Type,Corner UL Latitude Product,Corner UL Longitude Product,Corner UR Latitude Product,Corner UR Longitude Product,Corner LL Latitude Product,Corner LL Longitude Product,Corner LR Latitude Product,Corner LR Longitude Product,Panchromatic Lines,Panchromatic Samples,Reflective Lines,Reflective Samples,Thermal Lines,Thermal Samples,Date Acquired Gap Fill,Gap Fill,Ground Control Points Model,Geometric RMSE Model,Geometric RMSE Model X,Geometric RMSE Model Y,Map Projection L1,Datum,Ellipsoid,UTM Zone,Vertical Longitude from Pole,True Scale Latitude,False Easting,False Northing,Grid Cell Size Panchromatic,Grid Cell Size Reflective,Grid Cell Size Thermal,Orientation,Resampling Option,Scan Gap Interpolation,Scene Center Latitude dec,Scene Center Longitude dec,Corner Upper Left Lat dec,Corner Upper Left Long dec,Corner Upper Right Lat dec,Corner Upper Right Long dec,Corner Lower Left Lat dec,Corner Lower Left Long dec,Corner Lower Right Lat dec,Corner Lower Right Long dec,Display ID,Ordering ID,Download Link
LE70210272016106EDC00,BUMPER,EDC,DAY, 021, 027,2016/04/15,2016:106:16:23:11.5342500,2016:106:16:23:38.2881875, 9, 9,   0.48,   1.56,   0.00,   0.31,   0.05,49.88319016,152.93978882,47°26'37.14"N,83°11'24.68"W,48°24'52.45"N,84°08'39.80"W,48°02'45.82"N,81°37'14.77"W,46°49'15.64"N,84°43'27.12"W,46°27'48.49"N,82°16'23.66"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,-8.06523,HH,HH,HH,LL,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 48.41550   (48°24'55.80"N), -84.94390  (84°56'38.04"W), 48.48185   (48°28'54.66"N), -81.54264  (81°32'33.50"W), 46.40362   (46°24'13.03"N), -84.79628   (84°47'46.61"W), 46.46548   (46°27'55.73"N), -81.52227   (81°31'20.17"W),14941,16781,7471,8391,7471,8391,,,162,4.533,2.87,3.509,UTM,WGS84,WGS84,17,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,47.44365,-83.19019,48.41457,-84.14439,48.04606,-81.62077,46.82101,-84.7242,46.46347,-82.27324,LE70210272016106EDC00,LE70210272016106EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70210272016106EDC00
LE70220272016081EDC00,BUMPER,EDC,DAY, 022, 027,2016/03/21,2016:081:16:29:13.8561249,2016:081:16:29:40.6100624, 9, 9,  48.16,  41.07,  93.52,   6.68,  51.39,40.28559875,154.58197021,47°26'35.05"N,84°44'00.74"W,48°24'56.27"N,85°41'17.48"W,48°02'48.59"N,83°09'49.57"W,46°49'20.68"N,86°16'00.70"W,46°27'52.56"N,83°48'54.32"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,-5.896932,HH,HH,HH,LL,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 48.44353   (48°26'36.71"N), -86.35365  (86°21'13.14"W), 48.37771   (48°22'39.76"N), -83.05632  (83°03'22.75"W), 46.50547   (46°30'19.69"N), -86.37699   (86°22'37.16"W), 46.44394   (46°26'38.18"N), -83.19831   (83°11'53.92"W),14361,16281,7181,8141,7181,8141,,,27,6.974,4.442,5.377,UTM,WGS84,WGS84,16,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,47.44307,-84.73354,48.41563,-85.68819,48.04683,-83.16377,46.82241,-86.26686,46.4646,-83.81509,LE70220272016081EDC00,LE70220272016081EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70220272016081EDC00
LE70220272016065EDC00,BUMPER,EDC,DAY, 022, 027,2016/03/05,2016:065:16:29:06.5353749,2016:065:16:29:33.2893124, 9, 9,  71.28,  36.46,  94.18,  66.98,  87.50,33.93579865,155.51234436,47°26'33.22"N,84°43'42.74"W,48°24'55.80"N,85°40'58.48"W,48°02'47.36"N,83°09'31.25"W,46°49'18.95"N,86°15'50.87"W,46°27'50.44"N,83°48'44.96"W,N,H,H,H,H,H,L,H,H,L,Y,NOMINAL,DE,-5.172374,HH,HH,HH,HH,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 48.44080   (48°26'26.88"N), -86.34963  (86°20'58.67"W), 48.37488   (48°22'29.57"N), -83.05249  (83°03'08.96"W), 46.50545   (46°30'19.62"N), -86.37308   (86°22'23.09"W), 46.44381   (46°26'37.72"N), -83.19441   (83°11'39.88"W),14341,16281,7171,8141,7171,8141,,,33,9.475,7.341,5.99,UTM,WGS84,WGS84,16,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,47.44256,-84.72854,48.4155,-85.68291,48.04649,-83.15868,46.82193,-86.26413,46.46401,-83.81249,LE70220272016065EDC00,LE70220272016065EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70220272016065EDC00
LE70220272016049EDC00,BUMPER,EDC,DAY, 022, 027,2016/02/18,2016:049:16:28:58.6479375,2016:049:16:29:25.4018750, 9, 9,  59.62,  67.16,  56.17,  35.79,  79.37,28.02157593,156.69010925,47°26'31.09"N,84°43'40.04"W,48°24'42.30"N,85°40'54.44"W,48°02'34.01"N,83°09'31.36"W,46°49'05.81"N,86°15'44.06"W,46°27'37.66"N,83°48'42.08"W,N,H,H,H,H,H,L,H,H,L,Y,NOMINAL,DE,-3.135776,HH,HH,HH,HH,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 48.44076   (48°26'26.74"N), -86.34152  (86°20'29.47"W), 48.37460   (48°22'28.56"N), -83.04440  (83°02'39.84"W), 46.49461   (46°29'40.60"N), -86.36538   (86°21'55.37"W), 46.43278   (46°25'58.01"N), -83.18737   (83°11'14.53"W),14421,16281,7211,8141,7211,8141,,,25,8.664,7.307,4.656,UTM,WGS84,WGS84,16,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,47.44197,-84.72779,48.41175,-85.68179,48.04278,-83.15871,46.81828,-86.26224,46.46046,-83.81169,LE70220272016049EDC00,LE70220272016049EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70220272016049EDC00
LE70210272016042EDC00,BUMPER,EDC,DAY, 021, 027,2016/02/11,2016:042:16:22:47.2271250,2016:042:16:23:13.9809999, 9, 9,  14.97,  15.65,  18.74,  12.40,  13.09,25.6985836,157.32481384,47°26'31.99"N,83°11'48.34"W,48°24'55.19"N,84°09'00.36"W,48°02'47.00"N,81°37'37.38"W,46°49'18.70"N,84°43'49.19"W,46°27'50.18"N,82°16'47.46"W,N,H,H,H,H,H,L,H,H,L,Y,NOMINAL,DE,-11.07619,HH,HH,HH,HH,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 48.41522   (48°24'54.79"N), -84.95199  (84°57'07.16"W), 48.48181   (48°28'54.52"N), -81.55076  (81°33'02.74"W), 46.40067   (46°24'02.41"N), -84.80388   (84°48'13.97"W), 46.46274   (46°27'45.86"N), -81.53006   (81°31'48.22"W),14961,16781,7481,8391,7481,8391,,,196,4.512,3.278,3.101,UTM,WGS84,WGS84,17,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,47.44222,-83.19676,48.41533,-84.1501,48.04639,-81.62705,46.82186,-84.73033,46.46394,-82.27985,LE70210272016042EDC00,LE70210272016042EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70210272016042EDC00
LE70210272016026EDC00,BUMPER,EDC,DAY, 021, 027,2016/01/26,2016:026:16:22:40.9212499,2016:026:16:23:07.6751874, 9, 9,  83.99,  89.76,  90.24,  64.90,  91.06,21.28259277,159.06124878,47°26'30.08"N,83°12'29.20"W,48°24'49.18"N,84°09'43.34"W,48°02'40.74"N,81°38'21.77"W,46°49'13.40"N,84°44'28.90"W,46°27'44.57"N,82°17'28.61"W,N,H,H,H,H,H,L,H,H,L,Y,NOMINAL,DE,10.648812,HH,HH,HH,HH,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 48.41480   (48°24'53.28"N), -84.96413  (84°57'50.87"W), 48.48175   (48°28'54.30"N), -81.56294  (81°33'46.58"W), 46.40028   (46°24'01.01"N), -84.81557   (84°48'56.05"W), 46.46269   (46°27'45.68"N), -81.54178   (81°32'30.41"W),14961,16781,7481,8391,7481,8391,,,14,3.593,2.29,2.769,UTM,WGS84,WGS84,17,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,47.44169,-83.20811,48.41366,-84.16204,48.04465,-81.63938,46.82039,-84.74136,46.46238,-82.29128,LE70210272016026EDC00,LE70210272016026EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70210272016026EDC00
LE70220272016017EDC00,BUMPER,EDC,DAY, 022, 027,2016/01/17,2016:017:16:28:45.8986250,2016:017:16:29:12.6525000, 9, 9,  43.84,  32.63,  21.16,  56.37,  65.19,19.46491241,160.17500305,47°26'29.11"N,84°45'11.88"W,48°24'50.08"N,85°42'21.06"W,48°02'41.39"N,83°10'59.09"W,46°49'12.86"N,86°17'12.37"W,46°27'43.99"N,83°50'11.76"W,N,H,H,H,H,H,L,H,H,L,Y,NOMINAL,DE,-6.30879,HH,HH,HH,HH,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 48.44359   (48°26'36.92"N), -86.36582  (86°21'56.95"W), 48.37812   (48°22'41.23"N), -83.06845  (83°04'06.42"W), 46.49744   (46°29'50.78"N), -86.38881   (86°23'19.72"W), 46.43625   (46°26'10.50"N), -83.21056   (83°12'38.02"W),14421,16281,7211,8141,7211,8141,,,103,7.914,6.777,4.087,UTM,WGS84,WGS84,16,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,47.44142,-84.7533,48.41391,-85.70585,48.04483,-83.18308,46.82024,-86.28677,46.46222,-83.8366,LE70220272016017EDC00,LE70220272016017EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70220272016017EDC00
LE70220272015334EDC00,BUMPER,EDC,DAY, 022, 027,2015/11/30,2015:334:16:28:00.5596250,2015:334:16:28:27.3135000, 9, 9,  57.17,  40.63,  55.55,  46.10,  86.42,19.61397743,165.37043762,47°26'25.62"N,84°42'45.25"W,48°24'41.83"N,85°40'03.58"W,48°02'31.24"N,83°08'36.31"W,46°49'06.85"N,86°14'52.08"W,46°27'36.00"N,83°47'46.18"W,N,H,H,H,H,H,L,H,H,L,Y,NOMINAL,DE,-10.172986,HH,HH,HH,HH,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 48.43801   (48°26'16.84"N), -86.33344  (86°20'00.38"W), 48.37163   (48°22'17.87"N), -83.03653  (83°02'11.51"W), 46.49997   (46°29'59.89"N), -86.35750   (86°21'27.00"W), 46.43790   (46°26'16.44"N), -83.17920   (83°10'45.12"W),14361,16281,7181,8141,7181,8141,,,37,15.73,14.507,6.082,UTM,WGS84,WGS84,16,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,47.44045,-84.71257,48.41162,-85.66766,48.04201,-83.14342,46.81857,-86.2478,46.46,-83.79616,LE70220272015334EDC00,LE70220272015334EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70220272015334EDC00
LE70220272015318EDC00,BUMPER,EDC,DAY, 022, 027,2015/11/14,2015:318:16:27:48.2338750,2015:318:16:28:14.9877500, 9, 9,  57.81,  65.67,  78.40,  13.65,  73.50,23.12722397,165.69903564,47°26'23.64"N,84°43'08.76"W,48°24'48.35"N,85°40'20.82"W,48°02'37.46"N,83°08'52.76"W,46°49'12.00"N,86°15'12.17"W,46°27'40.75"N,83°48'05.54"W,N,H,H,H,H,H,L,H,H,L,Y,NOMINAL,DE,-8.594197,HH,HH,HH,HH,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 48.44074   (48°26'26.66"N), -86.33746  (86°20'14.86"W), 48.37446   (48°22'28.06"N), -83.04036  (83°02'25.30"W), 46.50269   (46°30'09.68"N), -86.36138   (86°21'40.97"W), 46.44073   (46°26'26.63"N), -83.18291   (83°10'58.48"W),14361,16281,7181,8141,7181,8141,,,25,17.27,12.522,11.893,UTM,WGS84,WGS84,16,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,47.4399,-84.7191,48.41343,-85.67245,48.04374,-83.14799,46.82,-86.25338,46.46132,-83.80154,LE70220272015318EDC00,LE70220272015318EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70220272015318EDC00
LE70210272015311EDC00,BUMPER,EDC,DAY, 021, 027,2015/11/07,2015:311:16:21:29.2229374,2015:311:16:21:55.9768124, 9, 9,  55.59,  79.69,  46.09,  69.46,  27.13,25.06765366,165.48939514,47°26'22.45"N,83°09'53.96"W,48°24'48.53"N,84°07'07.36"W,48°02'37.21"N,81°35'39.98"W,46°49'12.68"N,84°41'56.44"W,46°27'41.26"N,82°14'50.32"W,N,H,H,H,H,H,L,H,H,L,Y,NOMINAL,DE,-3.365945,HH,HH,HH,HH,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 48.41363   (48°24'49.07"N), -84.91943  (84°55'09.95"W), 48.47926   (48°28'45.34"N), -81.51825  (81°31'05.70"W), 46.39901   (46°23'56.44"N), -84.77255   (84°46'21.18"W), 46.46018   (46°27'36.65"N), -81.49878   (81°29'55.61"W),14961,16781,7481,8391,7481,8391,,,20,4.777,3.226,3.523,UTM,WGS84,WGS84,17,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,47.43957,-83.16499,48.41348,-84.11871,48.04367,-81.59444,46.82019,-84.69901,46.46146,-82.24731,LE70210272015311EDC00,LE70210272015311EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70210272015311EDC00
LE70210272015295EDC00,BUMPER,EDC,DAY, 021, 027,2015/10/22,2015:295:16:21:15.2262500,2015:295:16:21:41.9801249, 9, 9,  65.38,  91.36,  90.45,  29.40,  50.29,30.15214539,164.13494873,47°26'22.27"N,83°10'12.32"W,48°24'35.53"N,84°07'25.97"W,48°02'24.54"N,81°36'02.23"W,46°48'58.93"N,84°42'18.40"W,46°27'27.47"N,82°15'15.95"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,-4.70622,HH,HH,HH,LL,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,PREDICTIVE, 48.41363   (48°24'49.07"N), -84.91943  (84°55'09.95"W), 48.47928   (48°28'45.41"N), -81.51420  (81°30'51.12"W), 46.39092   (46°23'27.31"N), -84.77199   (84°46'19.16"W), 46.45210   (46°27'07.56"N), -81.49480   (81°29'41.28"W),15021,16801,7511,8401,7511,8401,,,28,4.258,2.596,3.375,UTM,WGS84,WGS84,17,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,47.43952,-83.17009,48.40987,-84.12388,48.04015,-81.60062,46.81637,-84.70511,46.45763,-82.25443,LE70210272015295EDC00,LE70210272015295EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70210272015295EDC00
LE70210272015279EDC00,BUMPER,EDC,DAY, 021, 027,2015/10/06,2015:279:16:20:56.6267499,2015:279:16:21:23.3806874, 9, 9,  78.65,  78.32,  83.24,  54.77,  98.28,35.76916122,161.58874512,47°26'20.83"N,83°09'33.95"W,48°24'44.68"N,84°06'46.51"W,48°02'33.50"N,81°35'24.22"W,46°49'09.34"N,84°41'34.87"W,46°27'37.84"N,82°14'33.76"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,1.124148,HH,HH,HH,LL,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,PREDICTIVE, 48.41391   (48°24'50.08"N), -84.91134  (84°54'40.82"W), 48.47930   (48°28'45.48"N), -81.51014  (81°30'36.50"W), 46.40196   (46°24'07.06"N), -84.76494   (84°45'53.78"W), 46.46292   (46°27'46.51"N), -81.49099   (81°29'27.56"W),14941,16781,7471,8391,7471,8391,,,9,3.969,1.872,3.5,UTM,WGS84,WGS84,17,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,47.43912,-83.15943,48.41241,-84.11292,48.04264,-81.59006,46.81926,-84.69302,46.46051,-82.24271,LE70210272015279EDC00,LE70210272015279EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70210272015279EDC00
LE70220272015270EDC00,BUMPER,EDC,DAY, 022, 027,2015/09/27,2015:270:16:27:04.4034999,2015:270:16:27:31.1573749, 9, 9,  10.91,  31.13,   3.44,   0.00,   9.08,38.98340988,159.64656067,47°26'41.39"N,84°45'44.28"W,48°25'00.95"N,85°42'58.54"W,48°02'55.50"N,83°11'33.36"W,46°49'22.94"N,86°17'44.70"W,46°27'56.77"N,83°50'41.14"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,.870241,HH,HH,HH,LL,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,PREDICTIVE, 48.44634   (48°26'46.82"N), -86.37390  (86°22'26.04"W), 48.38109   (48°22'51.92"N), -83.07632  (83°04'34.75"W), 46.50288   (46°30'10.37"N), -86.39657   (86°23'47.65"W), 46.44190   (46°26'30.84"N), -83.21798   (83°13'04.73"W),14401,16281,7201,8141,7201,8141,,,128,5.476,4.137,3.587,UTM,WGS84,WGS84,16,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,47.44483,-84.7623,48.41693,-85.71626,48.04875,-83.1926,46.82304,-86.29575,46.46577,-83.84476,LE70220272015270EDC00,LE70220272015270EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70220272015270EDC00
LE70210272015263EDC01,BUMPER,EDC,DAY, 021, 027,2015/09/20,2015:263:16:20:52.5240000,2015:263:16:21:19.2778749, 9, 9,   0.08,   0.03,   0.00,   0.19,   0.08,41.47971725,158.00074768,47°26'41.75"N,83°12'52.67"W,48°25'02.53"N,84°10'05.41"W,48°02'57.26"N,81°38'39.98"W,46°49'24.67"N,84°44'52.94"W,46°27'58.79"N,82°17'49.13"W,N,L,L,L,L,H,L,H,H,L,Y,NOMINAL,DE,-11.531362,LL,LL,LL,LL,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,PREDICTIVE, 48.41735   (48°25'02.46"N), -84.96838  (84°58'06.17"W), 48.48443   (48°29'03.95"N), -81.56703  (81°34'01.31"W), 46.40553   (46°24'19.91"N), -84.81984   (84°49'11.42"W), 46.46807   (46°28'05.05"N), -81.54574   (81°32'44.66"W),14941,16781,7471,8391,7471,8391,,,231,3.482,2.414,2.509,UTM,WGS84,WGS84,17,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,47.44493,-83.21463,48.41737,-84.16817,48.04924,-81.64444,46.82352,-84.74804,46.46633,-82.29698,LE70210272015263EDC01,LE70210272015263EDC01,http://earthexplorer.usgs.gov/download/options/5441/LE70210272015263EDC01
LE70220272015254EDC00,BUMPER,EDC,DAY, 022, 027,2015/09/11,2015:254:16:27:00.7403124,2015:254:16:27:27.4942500, 9, 9,  53.36,  67.74,  88.92,  32.86,  23.93,44.60876846,155.69137573,47°26'40.09"N,84°44'51.29"W,48°24'51.23"N,85°42'11.12"W,48°02'45.42"N,83°10'46.13"W,46°49'14.74"N,86°16'54.73"W,46°27'48.74"N,83°49'51.10"W,N,L,L,L,L,H,L,H,H,L,Y,NOMINAL,DE,-1.295484,LL,LL,LL,LL,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,PREDICTIVE, 48.44355   (48°26'36.78"N), -86.35771  (86°21'27.76"W), 48.37798   (48°22'40.73"N), -83.06440  (83°03'51.84"W), 46.50009   (46°30'00.32"N), -86.38096   (86°22'51.46"W), 46.43881   (46°26'19.72"N), -83.20648   (83°12'23.33"W),14401,16261,7201,8131,7201,8131,,,22,11.571,6.104,9.83,UTM,WGS84,WGS84,16,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,47.44447,-84.74758,48.41423,-85.70309,48.04595,-83.17948,46.82076,-86.28187,46.46354,-83.83086,LE70220272015254EDC00,LE70220272015254EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70220272015254EDC00
LE70210272015247EDC00,BUMPER,EDC,DAY, 021, 027,2015/09/04,2015:247:16:20:46.7790625,2015:247:16:21:13.5329999, 9, 9,  27.67,   0.25,   1.60,  47.42,  61.40,46.95041656,153.77854919,47°26'40.81"N,83°11'32.86"W,48°24'49.97"N,84°08'53.30"W,48°02'44.38"N,81°37'27.88"W,46°49'13.98"N,84°43'36.70"W,46°27'47.81"N,82°16'32.74"W,N,L,L,L,L,H,L,H,H,L,Y,NOMINAL,DE,1.848061,LL,LL,LL,LL,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,PREDICTIVE, 48.41563   (48°24'56.27"N), -84.93986  (84°56'23.50"W), 48.48187   (48°28'54.73"N), -81.53858  (81°32'18.89"W), 46.39836   (46°23'54.10"N), -84.79202   (84°47'31.27"W), 46.46010   (46°27'36.36"N), -81.51831   (81°31'05.92"W),14981,16781,7491,8391,7491,8391,,,194,3.609,2.296,2.784,UTM,WGS84,WGS84,17,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,47.44467,-83.19246,48.41388,-84.14814,48.04566,-81.62441,46.82055,-84.72686,46.46328,-82.27576,LE70210272015247EDC00,LE70210272015247EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70210272015247EDC00
LE70220272015222EDC00,BUMPER,EDC,DAY, 022, 027,2015/08/10,2015:222:16:26:55.8183125,2015:222:16:27:22.5721875, 9, 9,  63.80,  30.78,  42.04,  90.67,  91.74,54.30986023,146.94450378,47°26'37.75"N,84°44'32.17"W,48°24'58.93"N,85°41'47.47"W,48°02'52.30"N,83°10'20.71"W,46°49'21.83"N,86°16'32.59"W,46°27'55.26"N,83°49'27.23"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,12.420999,HH,HH,HH,LL,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 48.44623   (48°26'46.43"N), -86.35362  (86°21'13.03"W), 48.38040   (48°22'49.44"N), -83.05611  (83°03'22.00"W), 46.50277   (46°30'09.97"N), -86.37702   (86°22'37.27"W), 46.44125   (46°26'28.50"N), -83.19850   (83°11'54.60"W),14401,16281,7201,8141,7201,8141,,,38,4.373,2.744,3.405,UTM,WGS84,WGS84,16,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,47.44382,-84.74227,48.41637,-85.69652,48.04786,-83.17242,46.82273,-86.27572,46.46535,-83.82423,LE70220272015222EDC00,LE70220272015222EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70220272015222EDC00
LE70220272015206EDC00,BUMPER,EDC,DAY, 022, 027,2015/07/25,2015:206:16:26:51.3220000,2015:206:16:27:18.0759375, 9, 9,  28.73,  24.21,  12.46,  43.10,  35.13,57.94034195,143.48510742,47°26'38.47"N,84°44'11.29"W,48°24'47.48"N,85°41'31.09"W,48°02'40.92"N,83°10'05.05"W,46°49'11.42"N,86°16'15.67"W,46°27'44.46"N,83°49'11.03"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,-15.839203,HH,HH,HH,LL,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,PREDICTIVE, 48.44083   (48°26'26.99"N), -86.35368  (86°21'13.25"W), 48.37515   (48°22'30.54"N), -83.06057  (83°03'38.05"W), 46.50277   (46°30'09.97"N), -86.37702   (86°22'37.27"W), 46.44138   (46°26'28.97"N), -83.20239   (83°12'08.60"W),14361,16261,7181,8131,7181,8131,,,105,3.645,2.325,2.807,UTM,WGS84,WGS84,16,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,47.44402,-84.73647,48.41319,-85.69197,48.0447,-83.16807,46.81984,-86.27102,46.46235,-83.81973,LE70220272015206EDC00,LE70220272015206EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70220272015206EDC00
LE70210272015199EDC00,BUMPER,EDC,DAY, 021, 027,2015/07/18,2015:199:16:20:40.0553125,2015:199:16:21:06.8091875, 9, 9,  98.07,  99.09,  99.80,  97.78,  95.63,59.20651627,142.44148254,47°26'37.61"N,83°11'44.27"W,48°24'55.80"N,84°09'01.44"W,48°02'49.06"N,81°37'35.08"W,46°49'18.77"N,84°43'45.48"W,46°27'51.88"N,82°16'40.51"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,4.943519,HH,HH,HH,LL,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,PREDICTIVE, 48.41819   (48°25'05.48"N), -84.94411  (84°56'38.80"W), 48.48455   (48°29'04.38"N), -81.54267  (81°32'33.61"W), 46.39823   (46°23'53.63"N), -84.79591   (84°47'45.28"W), 46.46008   (46°27'36.29"N), -81.52222   (81°31'19.99"W),15001,16781,7501,8391,7501,8391,,,9,6.59,4.478,4.835,UTM,WGS84,WGS84,17,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,47.44378,-83.19563,48.4155,-84.1504,48.04696,-81.62641,46.82188,-84.7293,46.46441,-82.27792,LE70210272015199EDC00,LE70210272015199EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70210272015199EDC00
LE70220272015190EDC00,BUMPER,EDC,DAY, 022, 027,2015/07/09,2015:190:16:26:48.8297499,2015:190:16:27:15.5836875, 9, 9,   9.27,  10.31,  25.33,   0.03,   1.40,60.50419617,141.63975525,47°26'37.43"N,84°44'29.94"W,48°24'54.50"N,85°41'46.50"W,48°02'47.87"N,83°10'20.46"W,46°49'16.39"N,86°16'32.16"W,46°27'49.18"N,83°49'27.70"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,-14.602569,HH,HH,HH,LL,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,PREDICTIVE, 48.44085   (48°26'27.06"N), -86.35774  (86°21'27.86"W), 48.37529   (48°22'31.04"N), -83.06461  (83°03'52.60"W), 46.50549   (46°30'19.76"N), -86.38090   (86°22'51.24"W), 46.44420   (46°26'39.12"N), -83.20610   (83°12'21.96"W),14341,16261,7171,8131,7171,8131,,,121,4.456,2.509,3.682,UTM,WGS84,WGS84,16,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,47.44373,-84.74165,48.41514,-85.69625,48.04663,-83.17235,46.82122,-86.2756,46.46366,-83.82436,LE70220272015190EDC00,LE70220272015190EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70220272015190EDC00
